Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
Halmob,https://www.halmob.com,,,,,2025-01-01,,Artificial intelligence mobile apps,https://www.halmob.com,,"Agency, Artificial intelligence","Kastamonu, Turkey, Asia",
UnitesAI,https://unitesai.com,,,,,2025-01-01,,Unified AI platform,https://unitesai.com,,"Aggregator, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
n360,https://n360.co,,,,,2025-01-01,,"End-to-end AI transformation, insights services",https://n360.co,,Artificial intelligence,"Istanbul, Turkey, Asia",
YKS Analiz,,,,,,2025-01-01,,Artificial intelligence-powered exam preparation assistant,,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
WillPay,,,,,,2025-01-01,,AI-powered application that instantly digitises shopping receipts and automatically analyses spending by category,,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",
TrendAsist,https://www.trendasist.tr,,,,,2025-01-01,,Enables brands selling on marketplaces to automatically respond to customer queries within one minute with artificial intelligence support,https://www.trendasist.tr,,"Customer experience, Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",
SUNS Tech,https://sunstech.com.tr,,,,,2025-01-01,,"Web and software development, e-commerce, mobile application development and artificial intelligence project services",https://sunstech.com.tr,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",
siemo AI,https://siemoapp.com,,,,,2025-01-01,,"AI-powered sales automation that transforms lead discovery, email generation, and pipeline management into workflows",https://siemoapp.com,,"Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",
Posternity,https://posternity.ai,,,,,2025-01-01,,AI-powered platform designed to help businesses and individuals create posters and visual content,https://posternity.ai,,"Visual, Content, Artificial intelligence","Istanbul, Turkey, Asia",
Optisas,https://optisas.com,,,,,2025-01-01,,AI-powered data analytics,https://optisas.com,,"Artificial intelligence, SaaS, Business intelligence","Istanbul, Turkey, Asia",
Moodzy,,,,,,2025-01-01,,"AI-powered storage and analysis platform that recommends films, series, music, podcasts, books and YouTube content based on users' moods",,,"Content, Artificial intelligence","Bolu, Turkey, Asia",
CoBoT AI,https://www.cobot-ai.co,,,,,2025-01-01,,AI-powered software platform that fully automates construction and Building Information Modeling (BIM) processes,https://www.cobot-ai.co,,"Constructiontech, Artificial intelligence","Istanbul, Turkey, Asia",
Bitwisers,https://bitwisers.com,,,,,2025-01-01,,Artificial intelligence-powered trading solutions,https://bitwisers.com,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",
Storya,https://storyastore.com,,,,,2025-01-01,,AI-powered audiobook platform,https://storyastore.com,,"Book, Artificial intelligence","Istanbul, Turkey, Asia",
LinkParty,https://linkparty.co,,,,,2025-01-01,,Digital asset management platform that consolidates content from different platforms into a single link and enables analysis using artificial intelligence,https://linkparty.co,,"Social network, Content, Artificial intelligence","Istanbul, Turkey, Asia",
ByteFlow,https://byteflow.tr,,,,,2025-01-01,,AI-powered mobile security and compliance solutions,https://byteflow.tr,,Artificial intelligence,"Istanbul, Turkey, Asia",
Arcustin,https://www.arcustin.com,,,,,2025-01-01,,Launches artificial custom intelligence products,https://www.arcustin.com,,Artificial intelligence,"Istanbul, Turkey, Asia",
KidsAI,https://kidsai.io,,,,,2025-01-01,,Children-first safe AI ecosystem,https://kidsai.io,,"Baby toddler kids, Edutech, Artificial intelligence","Dubai, UAE, Asia",
Conium AI,https://www.conium.ai,,,,,2025-01-01,,Agentic AI platform designed specifically for the construction industry,https://www.conium.ai,,"Constructiontech, Artificial intelligence","Istanbul, Turkey, Asia",
aila,https://www.myai.la,,,,,2025-01-01,,AI-powered life assistant,https://www.myai.la,,Artificial intelligence,"Istanbul, Turkey, Asia",
Redi,https://useredi.com,,,,,2025-01-01,,"AI-powered risk management for disaster, climate and ESG",https://useredi.com,,"Climatetech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
97 Yazılım,https://97.team,,,,,2025-01-01,,"Develops artificial intelligence solutions, publishes software, and offers professional IT training courses in programming and databases",https://97.team,,"Agency, Artificial intelligence, SaaS, Business intelligence","Gaziantep, Turkey, Asia",
Freya,https://freyavoice.ai,Seed,3500000,USD,3500000,2025-01-01,Seed,"AI voice agents that sound human, stay compliant and deliver end-to-end",https://freyavoice.ai,1,"Customer experience, Artificial intelligence","San Francisco, USA, Asia",
TechBind,https://techbindsolutions.com,,,,,2025-01-01,,"Software development, algorithm analysis, optimization, AI and data science solutions",https://techbindsolutions.com,,"Agency, Artificial intelligence","Kocaeli, Turkey, Asia",
Giveloop,https://www.giveloop.ai,,,,,2025-01-01,,Artificial intelligence-powered sharing and exchange platform that enables unused items to be put back into circulation,https://www.giveloop.ai,,"Sustainability, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
HeyCalli,https://heycalli.com,,,,,2025-01-01,,AI Voice agents,https://heycalli.com,,Artificial intelligence,"Istanbul, Turkey, Asia",
ParentNext,http://parentnext.com,,,,,2025-01-01,,AI driven application for parents to guide children for gaming experiences,http://parentnext.com,,"Image process, Baby toddler kids, Edutech, Artificial intelligence","Samsun, Turkey, Asia",
Flai,https://www.useflai.com,Seed,4500000,USD,4500000,2025-01-01,Seed,Building voice AI assistants for car dealerships,https://www.useflai.com,1,Artificial intelligence,"San Francisco, USA, Asia",
HaloScape,https://haloscape.health,,,,,2025-01-01,,"AI-powered health platform that integrates data from wearables, medical imaging, and biochemical sources to deliver personalized health insights",https://haloscape.health,,"Well-being, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Voiact,https://www.voiact.com,,,,,2025-01-01,,AI voice assistant for productivity,https://www.voiact.com,,"Productivity, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
ConverJinn.ai,https://converjinn.ai,Pre-Seed,50000,USD,50000,2025-01-01,Pre-Seed,Artificial intelligence-based conversion solutions for online shops,https://converjinn.ai,1,"E-commerce enabler, Artificial intelligence","Istanbul, Turkey, Asia",
TectoAI,https://www.tecto.ai,Seed,1400000,USD,1400000,2025-01-01,Seed,Governance platform for agentic AI tools,https://www.tecto.ai,1,Artificial intelligence,"San Francisco, USA, Asia",
Monogram,https://monogram.ai,,,,,2025-01-01,,User interface for the AGI,https://monogram.ai,,Artificial intelligence,"San Mateo, USA, Asia",
Quanite FZE,https://quanite.com,,,,,2025-01-01,,Solutions in the fields of SaaS and AI,https://quanite.com,,"Cloud, Artificial intelligence, SaaS","Al-Sharjah, UAE, Asia",
Datazza,https://datazza.com,,,,,2025-01-01,,Data science and engineering solutions,https://datazza.com,,"Deeptech, Artificial intelligence","Kocaeli, Turkey, Asia",
Konuva,https://konuva.com,,,,,2025-01-01,,AI voicea agents for sales teams,https://konuva.com,,Artificial intelligence,"Dubai, UAE, Asia",
Algotery,https://algotery.com,,,,,2025-01-01,,"AWS cloud architecture & migration, AI & machine learning integration, custom software & web app development services",https://algotery.com,,"Agency, Startup Ecosystem, Artificial intelligence","Dubai, UAE, Asia",
Seemlyapp,https://seemlyapp.com,,,,,2025-01-01,,"Marketing platform designed to help businesses connect with their customers through various channels, such as billboards, TV ads, web ads, and more",https://seemlyapp.com,,"Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",
CreaVexus,https://www.creavexus.com,,,,,2025-01-01,,"Digital transformation, AI & data-driven solutions",https://www.creavexus.com,,Artificial intelligence,"Ankara, Turkey, Asia",
Periodic Labs,https://periodic.com,Seed,300000000,USD,300000000,2025-01-01,Seed,AI scientists and the autonomous laboratories for them to operate,https://periodic.com,1,Artificial intelligence,"Mountain View, USA, Asia",
Cognisafe,https://cognisafe.com.tr,,,,,2025-01-01,,"AI-powered, human-centric cybersecurity platform",https://cognisafe.com.tr,,"Cybersecurity, Artificial intelligence","Istanbul, Turkey, Asia",
FinauditX,https://www.finauditx.com,,,,,2025-01-01,,Artificial intelligence-based financial risk analysis system,https://www.finauditx.com,,"Fintech, Artificial intelligence","Bursa, Turkey, Asia",
Viza,https://getviza.ai,,,,,2025-01-01,,"AI-powered digital platform that simplifies the overseas visa application process for citizens of the Republic of Türkiye, managing document collection and application tracking",https://getviza.ai,,"Travel, Artificial intelligence","Istanbul, Turkey, Asia",
NovaVision Suite,https://novavision.ai,,,,,2025-01-01,,"All-in-one computer vision platform that lets you build, deploy, and scale AI vision solutions",https://novavision.ai,,Artificial intelligence,"London, UK, Asia",
Mindpix,https://www.mindpix.co,,,,,2025-01-01,,Event photography with AI-powered facial recognition technology,https://www.mindpix.co,,"Event, Artificial intelligence","Istanbul, Turkey, Asia",
Koru AI,https://getkoru.ai,,,,,2025-01-01,,AI security agent for APIs,https://getkoru.ai,,"Cybersecurity, Artificial intelligence","Istanbul, Turkey, Asia",
Growo,https://usegrowo.com,,,,,2025-01-01,,Artificial intelligence-powered child health and development tracking platform,https://usegrowo.com,,"Baby toddler kids, Artificial intelligence","Ankara, Turkey, Asia",
Sofkar Teknoloji,,Pre-Seed,22178,USD,22178,2025-01-01,Pre-Seed,Transforms natural language commands into SQL queries with LLM-based platform,,1,"Artificial intelligence, Business intelligence","Izmir, Turkey, Asia",
Thinkiplay,,Pre-Seed,22178,USD,22178,2025-01-01,Pre-Seed,Artificial intelligence-based interactive game aimed at developing social skills in children,,1,"Baby toddler kids, Gaming, Artificial intelligence","Izmir, Turkey, Asia",
Marai Teknoloji,,Pre-Seed,22192,USD,22192,2025-01-01,Pre-Seed,Mobile application focused on detecting potential motor development issues in the early stages by analyzing the spontaneous movements of 9-20 week-old babies using AI-supported analysis,,1,"Baby toddler kids, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Sheltron Teknoloji,,Pre-Seed,22238,USD,22238,2025-01-01,Pre-Seed,Designing and implementing a multi-dimensional semantic optimisation algorithm for content identification and visibility enhancement in AI search engines,,1,Artificial intelligence,"Istanbul, Turkey, Asia",
Grand,https://www.itsgrand.app,,,,,2025-01-01,,One-stop investment app for onchain finance,https://www.itsgrand.app,,"Web3, Fintech, Artificial intelligence","Sheridan, USA, Asia",
Claridad,,,,,,2025-01-01,,Artificial intelligence-powered no-code business intelligence platform,,,"Artificial intelligence, Business intelligence","Lefkoşa, Northern Cyprus, Asia",
ChatCNC,,,,,,2025-01-01,,Intelligent production system providing operators with real-time artificial intelligence support on NC-controlled production lines,,,"Industry40, Artificial intelligence","Bursa, Turkey, Asia",
InsurAI,https://www.insurai.net,,,,,2025-01-01,,AI solutions for insurance industry,https://www.insurai.net,,"Artificial intelligence, Insurtech","Istanbul, Turkey, Asia",
AI4Vision,,Pre-Seed,22166,USD,22166,2025-01-01,Pre-Seed,Artificial intelligence-supported healthcare technologies,,1,"Artificial intelligence, Healthtech","Izmir, Turkey, Asia",
Theranatolia,https://theranatolia.com,Pre-Seed,22171,USD,22171,2025-01-01,Pre-Seed,AI-assisted tools that turn genomics data into actionable insights,https://theranatolia.com,1,"Biotech, Artificial intelligence","Ankara, Turkey, Asia",
Saspera,https://www.saspera.com,Pre-Seed,22147,USD,22147,2025-01-01,Pre-Seed,AI-powered platform that provides control of all sustainability data from a single point,https://www.saspera.com,1,"Sustainability, Artificial intelligence","Istanbul, Turkey, Asia",
Zephlen,,Pre-Seed,22178,USD,22178,2025-01-01,Pre-Seed,Action-based artificial intelligence technologies,,1,Artificial intelligence,"Kocaeli, Turkey, Asia",
SezAI Technology,https://sezaitechnology.com,Pre-Seed,22192,USD,22192,2025-01-01,Pre-Seed,"Custom software development, AI & machine learning, business process automation and data analytics services",https://sezaitechnology.com,1,"Agency, Artificial intelligence","Kocaeli, Turkey, Asia",
Lawly,https://lawly.tr,Pre-Seed,22171,USD,22171,2025-01-01,Pre-Seed,Artificial intelligence-powered legal assistant,https://lawly.tr,1,"Legaltech, Artificial intelligence","Istanbul, Turkey, Asia",
Mathison,https://mathisonai.com,Pre-Seed,22166,USD,22166,2025-01-01,Pre-Seed,AI-powered grading assistant that supports full-course coverage for both handwritten and digital exams,https://mathisonai.com,1,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
Bitquanta,,Pre-Seed,22171,USD,22171,2025-01-01,Pre-Seed,"Multispectral imaging, AI-powered inspection systems, sensor technologies, optical systems, and advanced material solutions",,1,"Image process, Artificial intelligence","Ankara, Turkey, Asia",
Cosmiq,http://cosmiqtech.com,Pre-Seed,22171,USD,22171,2025-01-01,Pre-Seed,"Research and development in deep technology fields such as Generative AI, LLM, AR/XR",http://cosmiqtech.com,1,"AR / VR, Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",
Biomedisan,https://biomedisan.com,Pre-Seed,22215,USD,22215,2025-01-01,Pre-Seed,"Activities in the fields of health technologies, artificial intelligence, and image processing",https://biomedisan.com,1,"Image process, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Renicames,https://renicames.com,Pre-Seed,22238,USD,22238,2025-01-01,Pre-Seed,Analyzes the digital transformation needs of industries and provides AI-powered technology solutions,https://renicames.com,1,"Artificial intelligence, Business intelligence","Kocaeli, Turkey, Asia",
Khora,https://khora.tr,Pre-Seed,23043,USD,23043,2025-01-01,Pre-Seed,"Creates intelligent, human-centered spaces with architecture, AI, and AR",https://khora.tr,1,"AR / VR, Artificial intelligence","Izmir, Turkey, Asia",
